model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,mean_test_score,std_test_score,rank_test_score
logreg,1.5098416805267334,0.02104773127181903,0.3436125755310059,0.00658544518649311,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5392753723143882,0.021841932933998165,7
logreg,2.9464795112609865,0.03480291949741751,0.5202524185180664,0.010383303109122595,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5365833352704218,0.023191906854858387,17
logreg,4.09545259475708,0.07101988488078546,0.6547049522399903,0.028646944538025427,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5363038921019252,0.02320963326123865,21
logreg,1.6189783573150636,0.05628931187363271,0.36213226318359376,0.017170330171029997,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5395655979093137,0.021721627653547848,5
logreg,2.416455841064453,0.05100990847216821,0.46885480880737307,0.012541173330299677,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5361867149073984,0.02291403237052213,23
logreg,3.2603798389434813,0.057785442449482825,0.5823685646057128,0.02651428333653279,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5358411846808722,0.022885497657667998,27
logreg,1.4463454723358153,0.008107298121146661,0.3299715518951416,0.006759257546408325,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5392753723143882,0.021841932933998165,7
logreg,2.6554789543151855,0.02528347044716671,0.48200373649597167,0.009553651619633046,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5365833352704218,0.023191906854858387,17
logreg,3.8111824989318848,0.07579264185883122,0.6067775249481201,0.012446921767231006,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5363038921019252,0.02320963326123865,21
logreg,1.4514723777770997,0.0059439184876971226,0.33223137855529783,0.0040521331594393336,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5395655979093137,0.021721627653547848,5
logreg,2.3344382286071776,0.06400731430806851,0.47337946891784666,0.026064335861076877,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5361867149073984,0.02291403237052213,23
logreg,3.5530656814575194,0.09240535103543646,0.632378625869751,0.04741888356496539,"{'clf__C': 0.01, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5358411846808722,0.022885497657667998,27
logreg,0.0836801528930664,0.009506661057017494,0.3405346393585205,0.008808314276239763,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5,0.0,97
logreg,0.23897967338562012,0.008622300444004026,0.4876407623291016,0.010903858960798658,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5,0.0,97
logreg,0.27825236320495605,0.003926571397062086,0.5906686782836914,0.021205150827600345,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5,0.0,97
logreg,0.07081060409545899,0.0020357488309464236,0.336485767364502,0.005840944298625851,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5,0.0,97
logreg,0.1165238857269287,0.014055187357295263,0.460321044921875,0.021380887775429177,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5,0.0,97
logreg,0.11788706779479981,0.004414527701462451,0.5238425254821777,0.02621161944773612,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5,0.0,97
logreg,0.07743420600891113,0.002006362000954399,0.35795159339904786,0.013484683844603341,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5,0.0,97
logreg,0.23260188102722168,0.007308032861703838,0.4818726539611816,0.008174006029353767,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5,0.0,97
logreg,0.27505125999450686,0.005228075309099297,0.571779727935791,0.011797891126832251,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5,0.0,97
logreg,0.06732959747314453,0.0014224382710626574,0.33744397163391116,0.008347266983927302,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5,0.0,97
logreg,0.10806975364685059,0.0021637229649189974,0.43111476898193357,0.00967235524870046,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5,0.0,97
logreg,0.11360487937927247,0.0018794381864356763,0.5057973384857177,0.009284713027344342,"{'clf__C': 0.01, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5,0.0,97
logreg,0.090869140625,0.007199783982362877,0.3414752006530762,0.013313755662021375,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5398455089921164,0.022301547450916774,3
logreg,0.26110520362854006,0.007486652754508187,0.4839023113250732,0.010742814674106088,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5369302744876459,0.023462290956391504,9
logreg,0.311816930770874,0.0026518474525071777,0.5945565700531006,0.019801219450649037,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5366900778651681,0.023370053512479748,13
logreg,0.08076643943786621,0.0015829105724226734,0.33959455490112306,0.006261205172983048,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5400541430418654,0.021875924701725856,1
logreg,0.13232574462890626,0.003850032229320592,0.43579859733581544,0.010596325242018803,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5364234764458011,0.02304344745757116,19
logreg,0.14303970336914062,0.004238078971609261,0.5231738090515137,0.00944929906808905,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.536158412909848,0.022857212736914965,25
logreg,0.09144644737243653,0.004164552354189653,0.3419968128204346,0.006583944747680953,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5398455089921164,0.022301547450916774,3
logreg,0.25548081398010253,0.002783217752444631,0.48053908348083496,0.008871795336576152,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5369302744876459,0.023462290956391504,9
logreg,0.30367050170898435,0.0017527436669845622,0.580192756652832,0.013472300175520762,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5366900778651681,0.023370053512479748,13
logreg,0.08660678863525391,0.003946677051372648,0.3331326961517334,0.008067284626946915,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5400541430418654,0.021875924701725856,1
logreg,0.13758635520935059,0.005579135821670034,0.43038649559020997,0.009596324590571966,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5364234764458011,0.02304344745757116,19
logreg,0.14757237434387208,0.0036266347468426404,0.5120292663574219,0.011188989898376038,"{'clf__C': 0.1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.536158412909848,0.022857212736914965,25
logreg,0.07506084442138672,0.0029282936964481416,0.3423641204833984,0.00645257291023023,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5,0.0,97
logreg,0.22805700302124024,0.0012108098616730647,0.4730893611907959,0.006271323394045581,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5,0.0,97
logreg,0.2749812602996826,0.0020459891553317646,0.5823300838470459,0.016832377305835318,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5,0.0,97
logreg,0.06658072471618652,0.002979557584312101,0.3359468936920166,0.004413410652743309,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5,0.0,97
logreg,0.10156455039978027,0.0015436615054357915,0.42918381690979,0.011827144930759852,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5,0.0,97
logreg,0.113944673538208,0.007470117175640999,0.49941306114196776,0.008438420212421438,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5,0.0,97
logreg,0.07232341766357422,0.0041811155079433705,0.33404054641723635,0.0049722302250824624,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5,0.0,97
logreg,0.21775150299072266,0.002654422150721997,0.4742592334747314,0.016653215099778094,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5,0.0,97
logreg,0.2845599174499512,0.026653669177619924,0.5980404853820801,0.023624132656117743,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5,0.0,97
logreg,0.06915183067321777,0.0034141734238559863,0.34520397186279295,0.01622621159672643,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5,0.0,97
logreg,0.1070589542388916,0.001969148268859775,0.435606050491333,0.0030045158061492716,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5,0.0,97
logreg,0.11117186546325683,0.0034140263751999966,0.5152400016784668,0.016999119988474958,"{'clf__C': 0.1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5,0.0,97
logreg,0.09974164962768554,0.004579574831319461,0.33978757858276365,0.007618717354139884,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5318405801249406,0.021313318717397833,39
logreg,0.28026132583618163,0.0029886859030178988,0.48611764907836913,0.016566221646675844,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.533089275192686,0.02408162411008222,35
logreg,0.3381213188171387,0.005712434993479026,0.5981030464172363,0.026413265601496014,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5335997044742757,0.02433199815808424,31
logreg,0.09701824188232422,0.0026473388841767613,0.3330948829650879,0.004258241143712102,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5321507887738582,0.020010068412359885,37
logreg,0.14763216972351073,0.003550417202458379,0.4358061790466309,0.011983479560460567,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5312319144600632,0.02296874766286476,45
logreg,0.1601165771484375,0.0028118042540749063,0.5178777694702148,0.013318317764102578,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5312536037460396,0.023137055493545205,43
logreg,0.10122914314270019,0.0015721076133839587,0.33825340270996096,0.0019434657832725884,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5318405801249406,0.021313318717397833,39
logreg,0.2842320442199707,0.002854690404470601,0.4806045055389404,0.01091710323723349,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.533089275192686,0.02408162411008222,35
logreg,0.3445757865905762,0.006444183296284919,0.5850646018981933,0.010270391469112957,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5335997044742757,0.02433199815808424,31
logreg,0.10133547782897949,0.002929882882632755,0.33720927238464354,0.0068167672286503595,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5321507887738582,0.020010068412359885,37
logreg,0.15687179565429688,0.0031985656230304493,0.43781566619873047,0.009970182842043604,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5312319144600632,0.02296874766286476,45
logreg,0.17288880348205565,0.00467665601232177,0.5149409770965576,0.012617794037850717,"{'clf__C': 1, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5312536037460396,0.023137055493545205,43
logreg,0.12852940559387208,0.018697549706896265,0.3396728515625,0.004920695898478849,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5312789456202324,0.021711628460518835,41
logreg,0.4415916442871094,0.07007541401188193,0.48690013885498046,0.01603541385018389,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5366761325045563,0.01959357645352145,15
logreg,0.5038230419158936,0.05826380640452059,0.582278060913086,0.014611413463243067,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5368986741474693,0.019218209678442264,11
logreg,0.09907722473144531,0.00549996227731914,0.3346856594085693,0.007979008028013075,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5305933881118836,0.021117192987631327,47
logreg,0.17105894088745116,0.023375076788262606,0.4359288215637207,0.013740520460568532,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5334338086387564,0.020616607452583677,33
logreg,0.1877492904663086,0.02189309232395224,0.5025774002075195,0.00998264888026544,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5336390329451766,0.02014912655800274,29
logreg,0.10778141021728516,0.009213485159716834,0.33292398452758787,0.006877760429207479,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5312789456202324,0.021711628460518835,41
logreg,0.4189241886138916,0.029953898225819297,0.48770947456359864,0.01843888221366715,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5366761325045563,0.01959357645352145,15
logreg,0.4734505176544189,0.033081207821526654,0.5869106769561767,0.02059888043175313,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5368986741474693,0.019218209678442264,11
logreg,0.10191726684570312,0.006237220575326748,0.3344818115234375,0.009983265987305392,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5305933881118836,0.021117192987631327,47
logreg,0.170847749710083,0.020663413850701168,0.43123588562011717,0.009384053046795885,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5334338086387564,0.020616607452583677,33
logreg,0.18862380981445312,0.016320515459830834,0.5153250694274902,0.012035665054109603,"{'clf__C': 1, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5336390329451766,0.02014912655800274,29
logreg,0.15231947898864745,0.003855094823014484,0.3381337642669678,0.004590486411212025,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5187890327791557,0.01675295767225283,73
logreg,0.3459385871887207,0.007150140607708123,0.4903064250946045,0.007578110476418585,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5247237209091568,0.021764751857159606,51
logreg,0.4106032371520996,0.006010519122646653,0.6015376567840576,0.01786606985171842,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5265524390140592,0.022324024501891925,49
logreg,0.1350864887237549,0.006737180470091042,0.34441823959350587,0.020447538532826735,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5197358871437954,0.015031180854742228,67
logreg,0.23346400260925293,0.0341358878621538,0.45209178924560545,0.02019957846545748,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5203968472110347,0.019067945804732193,63
logreg,0.21915483474731445,0.005915757950606632,0.5296704769134521,0.015894130242012007,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5211489084804588,0.019154808318190462,61
logreg,0.1504772663116455,0.003836436944699347,0.3358301162719727,0.006364666135871687,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5187890327791557,0.01675295767225283,73
logreg,0.34981684684753417,0.0034511160377732365,0.4910282135009766,0.01223374539812073,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5247237209091568,0.021764751857159606,51
logreg,0.4151598453521729,0.005466880805526789,0.5930241584777832,0.03237803099092016,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5265524390140592,0.022324024501891925,49
logreg,0.1379551887512207,0.007048957561080752,0.34345245361328125,0.014592018013517862,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5197358871437954,0.015031180854742228,67
logreg,0.21062116622924804,0.008676012939308168,0.46059451103210447,0.021708826466957105,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5203968472110347,0.019067945804732193,63
logreg,0.2142587661743164,0.009225970587886712,0.5327017784118653,0.012430441285019137,"{'clf__C': 10, 'clf__l1_ratio': 0.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5211489084804588,0.019154808318190462,61
logreg,0.3745757579803467,0.01976153104317688,0.34383368492126465,0.006856343881289017,"{'clf__C': 10, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5194290552116697,0.024240934992063864,71
logreg,0.6745625972747803,0.046727378034737546,0.5032413959503174,0.01941291806314603,"{'clf__C': 10, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5198419008283974,0.018849734842447088,65
logreg,0.7486155986785888,0.04319416205057623,0.6124601364135742,0.019354314120207362,"{'clf__C': 10, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5187084889668526,0.019797076250089765,75
logreg,0.37085638046264646,0.007031312152572121,0.33553519248962405,0.005316245656586719,"{'clf__C': 10, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5195189072136627,0.021620636046095917,69
logreg,0.44716830253601075,0.02848082473137776,0.4507150650024414,0.01635967203257307,"{'clf__C': 10, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5166169190812999,0.017331968707880657,81
logreg,0.4751121997833252,0.013612071372348489,0.5397413730621338,0.011722008080438523,"{'clf__C': 10, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.9, 'vect__min_df': 5, 'vect__ngram_range': (1, 3)}",0.5148740770581945,0.0182302494739497,93
logreg,0.41669797897338867,0.04206688107339832,0.3414252758026123,0.01194765671647369,"{'clf__C': 10, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 1)}",0.5194290552116697,0.024240934992063864,71
logreg,0.6860515117645264,0.05564132399893099,0.5000322818756103,0.02272003398944951,"{'clf__C': 10, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 2)}",0.5198419008283974,0.018849734842447088,65
logreg,0.7534810543060303,0.034161724159132316,0.6189875125885009,0.016657372208264333,"{'clf__C': 10, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 2, 'vect__ngram_range': (1, 3)}",0.5187084889668526,0.019797076250089765,75
logreg,0.36558966636657714,0.014808203015439053,0.3373051643371582,0.0033542002331482497,"{'clf__C': 10, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 1)}",0.5195189072136627,0.021620636046095917,69
logreg,0.4303411960601807,0.006674057277233456,0.45203185081481934,0.012443895918933048,"{'clf__C': 10, 'clf__l1_ratio': 1.0, 'vect__max_df': 0.95, 'vect__min_df': 5, 'vect__ngram_range': (1, 2)}",0.5166169190812999,0.017331968707880657,81
